SpeciesUId,Class,Order,Name,ScientificName,Icon,Notes,Level,RedData
239,Birds,Ground Birds,Kori Bustard,Ardeotis kori,230a.png,"  Very large; back brown; neck thick, finely barred black and white; head crested behind; bold black and white pattern on folded wing; belly white. Karoo, drier grassland, savanna, semidesert. Widespread, except in moister e regions. Uncommon resident.",1,N
240,Birds,Ground Birds,Denham’s Bustard,Neotis denhami,231a.png,"  Very large; back brown, finely barred black; crown black with conspicuous white eyebrow; hindneck rich rufous; foreneck grey in %, brownish in &amp;; conspicuous bold black and white pattern on folded wing. Open grassland, karoo. Southern Cape through highveld to Caprivi. Uncommon resident and local migrant.",1,N
241,Birds,Ground Birds,Ludwig’s Bustard,Neotis ludwigii,232a.png,"  Very large; back brown, mottled and barred black; hindneck rich rufous; crown black; foreneck brown; no black and white pattern visible on folded wing (visible in flight only). Dry grassland to desert. Mainly western. Uncommon resident and local migrant.",1,N
242,Birds,Ground Birds,White-bellied Korhaan,Eupodotis senegalensis,233a.png,"  Medium; above rich brown, barred black; hindneck rich tawny; crown dark; face white; foreneck bluegrey % or pinkish buff &amp; throat black in %; belly white. Grassland, sparse savanna. Central grasslands. Uncommon resident.",1,N
243,Birds,Ground Birds,Blue Korhaan,Eupodotis caerulescens,234a.png,  Medium; above rich brown; underparts entirely greyish blue; head black with large white facial patch; legs yellow. Open high grassland and e karoo. Central grasslands. Fairly common resident.,1,N
244,Birds,Ground Birds,Karoo Korhaan,Eupodotis vigorsii,235a.png,"  Medium; mostly earth brown, lightly mottled black and pale grey above; throat black, bordered white. Karoo and southern Namib Desert. Fairly common resident.",1,N
245,Birds,Ground Birds,Red-crested Korhaan,Lophotis ruficrista,237a.png,"  Medium; back brown, boldly marked with buff and black chevrons; neck grey; belly black with white crescent on either side of chest. Woodland, savanna. Mostly tropical to subtropical. Common resident.",1,N
246,Birds,Ground Birds,Black-bellied Bustard,Lissotis melanogaster,238a.png,"  Medium to large; neck and legs long, slender; back blotched and mottled black and rich buff. Male: head boldly black and white; black line down foreneck runs to black belly; wings boldly black and white. Female: head, neck and wings buff; belly white. Savanna, grassland, floodplains. Mainly tropical NE to Caprivi. Uncommon resident.",1,N
247,Birds,Ground Birds,Southern Black Korhaan,Afrotis afra,239a.png,"  Medium; back barred black on buff; belly black; no large white areas in primaries. Male: neck and head black with white ear and breast patches; bill bright orange; legs yellow. Female: head, neck and breast buff, barred black; belly black; legs bright yellow. Karoo, fynbos, coastal dunes. Sw Cape. Common resident.",1,N
248,Birds,Ground Birds,Northern Black Korhaan,Afrotis afraoides,239a.png,"   Medium; wingtips black with white shafts, making white &quot;window&quot; in flight; bill bright orange; back barred black and buff. Male: head, neck and underparts black; large earpatch and collar on mantle white; conspicuous flight display with noisy calling, ending in descent with dangling yellow legs. Female: similar to male but head and neck barred black and buff like back. Dry grassland, semidesert, karoo. Summer-rainfall region of Karoo, Kalahari, Free State and Namibia. Common resident.",1,N
249,Birds,Small Water Birds,African Jacana,Actophilornis africanus,240a.png,"  Small to medium; body rich chestnut; foreneck white, shading to bright yellow breast; hindneck black; bill and frontal shield light blue; legs longish, toes very long. Inland waters with surface vegetation. Mainly tropical to subtropical. Very common resident.",1,N
250,Birds,Small Water Birds,Lesser Jacana,Microparra capensis,241a.png,"  Small; above dark brown; mantle and crown rufous; eyebrow and underparts white, washed yellow on sides of breast; black line through eye. Vegetated inland waters. Mainly tropical. Uncommon resident.",1,N
251,Birds,Wade Birds,Greater Painted-snipe,Rostratula benghalensis,242a.png,"  Small; above mottled greenish brown with golden stripes down back; neck greyish % or russet &amp;; white patch over eye; white of belly extends around bend of folded wing; bill long, slightly decurved at tip. Quiet vegetated inland waters. Widespread except in arid regions. Uncommon to rare nomad.",1,N
252,Birds,Wade Birds,Eurasian Oystercatcher,Haematopus ostralegus,243a.png,"  Medium; back, head and breast black; throat and belly white; eyering and long straight bill bright red; legs pink. Marine shores. Rare Nonbr Palaearctic straggler.",1,N
253,Birds,Wade Birds,African Black Oystercatcher,Haematopus moquini,244a.png,"  Medium; all black; eyering, bill and legs red. Marine shores and offshore islands of S and W. Locally common resident.",1,N
254,Birds,Wade Birds,Common Ringed Plover,Charadrius hiaticula,245a.png,"  Small; above brown; below white; forehead white, bordered front and back by black band running through eye to hindneck; broad black breastband; legs yellow; bill yellow, tip black. Inland and marine waters. Widespread. Common Nonbr Palaearctic migrant.",1,N
255,Birds,Wade Birds,White-fronted Plover,Charadrius marginatus,246a.png,"  Small; above pale greyish sandy; below white; white forehead projects over eye as white eyebrow; band on forecrown and line through eye black; no breastband, but breast sometimes tinged yellowish; white wingbar in flight. Marine beaches and sandbars in larger tropical rivers. Common resident.",1,N
256,Birds,Wade Birds,Chestnut-banded Plover,Charadrius pallidus,247a.png,"  Small; above very pale grey; below white; chestband chestnut; forehead white, bordered black behind in %; no white wingbar in flight. Saline pans, lagoons and saltworks. Widespread but localized. Locally common resident and nomad.",1,N
257,Birds,Wade Birds,Kittlitz’s Plover,Charadrius pecuarius,248a.png,"  Small; above light brown, sometimes lightly mottled; below whitish, strongly washed ochre yellow across breast; forehead white, bordered behind by broad black bar extending down through eye to ear coverts and down sides of neck. Shorelines of shallow inland waters, airfields; less often also marine shores. Widespread. Common resident and nomad.",1,N
258,Birds,Wade Birds,Three-banded Plover,Charadrius tricollaris,249a.png,"  Small; above dark grey; below white; 2 broad black breastbands; broad white eyebrow; face and throat grey; bill and eyering red, bill tipped black; legs pinkish grey. Inland waters. Widespread. Common resident and nomad.",1,N
259,Birds,Wade Birds,Lesser Sand Plover,Charadrius mongolus,250a.png,"  Small; similar to Whitefronted Plover, but no white bar on hindneck; bill heavy, black; broad, rather indistinct, grey breastband or chest patches; narrow white wingbar in flight. Marine shores; rarely inland. Patchy distribution. Uncommon Nonbr Palaearctic migrant.",1,N
260,Birds,Wade Birds,Greater Sand Plover,Charadrius leschenaultii,251a.png,"  Small; similar to Mongolian Plover, but larger with longer heavier bill. Marine shores. Widespread. Uncommon Nonbr Palaearctic migrant.",1,N
261,Birds,Wade Birds,Caspian Plover,Charadrius asiaticus,252a.png,"  Small; above brown; below white; dark patch behind eye; broad greyish brown breastband; bill fairly heavy, black; usually highly gregarious. Semi-arid plains, open grassland. Widespread in N. Common Nonbr Palaearctic migrant, especially in W.",1,N
262,Birds,Wade Birds,Pacific Golden Plover,Pluvialis fulva,253a.png,"  Small; above greyish, lightly mottled golden yellow; below white, lightly mottled yellowish across breast; underwing plain greyish. Mostly marine shores; less often short-grass places inland. Very rare Nonbr Palaearctic straggler.",1,N
263,Birds,Wade Birds,American Golden Plover,Pluvialis dominica,253a.png,"  Small; above dappled yellow and black; below mottled grey and white. Marine shores, tidal flats. Very rare vagrant to s Africa.",1,N
264,Birds,Ground Birds,Grey Plover,Pluvialis squatarola,254a.png,"  Small to medium; above mottled brownish grey and white; below white, lightly mottled on breast; dark patch behind eye; in flight underwing white, axillaries black. Tidal flats (rare inland). Widespread. Fairly common Nonbr Palaearctic migrant.",1,N
265,Birds,Ground Birds,Crowned Lapwing,Vanellus coronatus,255a.png,"  Medium; above, neck and breast brown; top of head black with white ring around crown; belly white; bill and long legs read, bill tipped black; highly vocal with loud screeching. Short grassland, semidesert, playing fields. Widespread. Very common resident and nomad.",1,N
266,Birds,Ground Birds,Senegal Lapwing,Vanellus lugubris,256a.png,"  Small; above greyish brown, greyer on head; small white forehead patch; breast grey with narrow black band; belly white; legs long, blackish. Lightly wooded savanna and woodland. Extreme tropical NE and Zimbabwe. Uncommon resident and Br migrant.",1,N
267,Birds,Ground Birds,Black-winged Lapwing,Vanellus melanopterus,257a.png,"  Small to medium; similar to Lesser Blackwinged Plover, but white of forehead more extensive (meets eye); eyering scarlet; legs dark red. Open short grassland. Extreme SE to Mozambique. Locally fairly common resident and Br migrant.",1,N
268,Birds,Ground Birds,Blacksmith Lapwing,Vanellus armatus,258a.png,"  Medium; boldly black and white; hindcrown, neck, breast, patches on back and wingtips black; forecrown, nape patch and belly white; wings light grey; legs long, black. Highly vocal, like hammer on anvil. Inland waters. Widespread. Common resident.",1,N
269,Birds,Ground Birds,White-crowned Lapwing,Vanellus albiceps,259a.png,  Medium; back brown; head grey with white crown stripe; wings black and white; large yellow wattles at base of yellow and black bill; legs pale green; below white. Large inland tropical rivers. Mainly in NE. Fairly common resident.,1,N
270,Birds,Ground Birds,African Wattled Lapwing,Vanellus senegallus,260a.png,"  Medium; mostly greyish brown; face and neck streaked black; forecrown white; large red and yellow wattle at base of yellow and black bill; legs very long, bright yellow. Wetlands, open moist grassland, pans. Mainly NE to N from KwaZulu-Natal to n Namibia. Locally common resident.",1,N
271,Birds,Ground Birds,Long-toed Lapwing,Vanellus crassirostris,261a.png,"  Medium; back brown; nape and broad breastband black; head, foreneck and belly white; wings all white in flight, with small black wedge at tip; legs long, dark red; bill and eyering dark red, tipped black. Floating vegetation on tropical waters. E and N. Uncommon resident.",1,N
272,Birds,Wade Birds,Ruddy Turnstone,Arenaria interpres,262a.png,"  Small; above mottled rufous and black; below white; bold black and white pattern on head and brest; legs orange, relatively short; bill short, black, slightly upturned. Marine shores. Widespread. Fairly common Nonbr Palaearctic migrant.",1,N
273,Birds,Wade Birds,Terek Sandpiper,Xenus cinereus,263a.png,"  Small; above plain grey; below white, washed grey on breast; blackish patch at bend of folded wing; bill long, slight upturned; legs shortish, orange-yellow. Mainly marine shorelines, estuaries. Widespread. Uncommon Nonbr Palaearctic migrant.",1,N
274,Birds,Wade Birds,Common Sandpiper,Actitis hypoleucos,264a.png,"  Small; above plain dark brown; below white, washed brown on breast; white of belly extends up around bend of folded wing; bill longish, straight; legs greenish grey. Inland and marine shorelines. Widespread. Common Nonbr Palaearctic migrant.",1,N
275,Birds,Wade Birds,Green Sandpiper,Tringa ochropus,265a.png,"  Small; above dark greenish brown, finely speckled buff; below white, neck lightly streaked brown; bill longish, straight; legs olive green; underwing coverts black. Quiet inland waters. Widespread in E. Rare Nonbr Palaearctic migrant.",1,N
276,Birds,Wade Birds,Wood Sandpiper,Tringa glareola,266a.png,"  Small; above olive brown, clearly spotted white; below white, lightly streaked brownish on neck and breast; legs greenish. Voice ringing twi-twi-twi on take-off. Marshy inland waters. Widespread. Common Nonbr Palaearctic migrant.",1,N
277,Birds,Wade Birds,Spotted Redshank,Tringa erythropus,267a.png,"  Medium; base of bill and legs red; above grey, slightly mottled; lower back and underparts white, washed grey across breast. Shorelines of inland and estuarine waters. Very rare vagrant.",1,N
278,Birds,Wade Birds,Common Redshank,Tringa totanus,268a.png,"  Small to medium; above mottled greyish brown; below whitish, mottled brownish on neck and breast; legs orange-red; bill long, straight, red at base, black at tip. Marine and inland shorelines. Widespread but patchy. Rare Nonbr Palaearctic migrant.",1,N
279,Birds,Wade Birds,Marsh Sandpiper,Tringa stagnatilis,269a.png,"  Small; legs very long; bill long, thin, straight; above pale grey, rump and tail white; tail lightly barred; below white. Inland and estuarine shorelines. Widespread. Fairly common Nonbr Palaearctic migrant.",1,N
280,Birds,Wade Birds,Common Greenshank,Tringa nebularia,270a.png,"  Medium; above mottled grey, broadly white on lower back and tail; below white; bill long, straight, relatively robust and slightly upturned; legs long, light greenish grey. Voice loud tew-tew-tew on take-off. Inland and marine shores. Widespread. Common Nonbr Palaearctic migrant.",1,N
281,Birds,Wade Birds,Lesser Yellowlegs ,Tringa flavipes,270a.png,"  Small; legs long, bright yellow; above dull greyish brown, spotted white; rump white; tail barred white and dark grey; below white, streaked dusky on neck and breast; bill straight, slightly longer than head. Shorelines of inland waters. Very rare straggler.",1,N
282,Birds,Wade Birds,Red Knot,Calidris canutus,271a.png,"  Small; chunky build; legs dark, relatively short; bill straight, dark, robust; above mottled grey; below white, lightly mottled greyish on breast; white wingbar in flight. Marine shores. Widespread. Uncommon Nonbr Palaearctic migrant.",1,N
283,Birds,Wade Birds,Great Knot,Calidris tenuirostris,271a.png,,1,N
284,Birds,Wade Birds,Curlew Sandpiper,Calidris ferruginea,272a.png,"  Small; bill longish, downcurved at tip; above mottled brownish grey; below white, lightly streaked grey on breast; white wingbar in flight; rump plain white. Marine and inland shores. Widespread. Very common Nonbr Palaearctic migrant.",1,N
285,Birds,Wade Birds,Dunlin,Calidris alpina,273a.png,"  Small; bill longish, downcurved at tip; hunched posture; above greyish brown; below white, lightly mottled at sides of breast; rump white with dark centre line. Marine and inland shorelines. Very rare Nonbr Palaearctic migrant.",1,N
286,Birds,Wade Birds,Little Stint,Calidris minuta,274a.png,"  Very small; bill relatively short, straight, robust; above mottled greyish brown with brownish V on mantle; below white, tinged grey at sides of breast; narrow white wingbar in flight; rump black in centre, narrowly white at sides. Inland waters. Widespread. Common Nonbr Palaearctic migrant.",1,N
287,Birds,Wade Birds,Long-toed Stint,Calidris subminuta,275a.png,"  Small; above mottled grey; eyebrow and underparts white with broad smudgy greyish brown band across breast; legs yellow; rump dark, edged white. Shores of inland and marine waters. Very rare vagrant.",1,N
288,Birds,Wade Birds,Red-necked Stint,Calidris ruficollis,276a.png,"  Very small to small; similar to Little Stint, but plainer above and lacks brownish V on mantle. Marine shorelines. Very rare Nonbr Palaearctic migrant.",1,N
289,Birds,Wade Birds,White-rumped Sandpiper,Calidris fuscicollis,277a.png,"  Small; above mottled grey, rump white; eyebrow and underparts white, lightly streaked darker on breast; bill about as long as head, slightly decurved; legs yellowish. Coastal shorelines. Very rare straggler.",1,N
290,Birds,Wade Birds,Baird’s Sandpiper,Calidris bairdii,278a.png,"  Small; above scaled buff on dusky; below white with clear buffy rufous breastband; rump white with dark centre; wingtips extend beyond tail at rest. Marshes, shores, mudflats. Very rare straggler.",1,N
291,Birds,Wade Birds,Pectoral Sandpiper,Calidris melanotos,279a.png,"  Small; above mottled buff and dark brown; below white, brown speckling on breast sharply cut off below; legs greenish yellow; bill dark, shortish, slightly downcurved at tip; in flight white rump has dark centre line; faint buffy wingbar. Inland waters. Rare Nonbr vagrant from North America.",1,N
292,Birds,Wade Birds,Temminck’s Stint,Calidris temminckii,280a.png,"  Small; above almost plain greyish brown; below whitish, washed greyish brown across breast; legs greenish or yellowish; rump white with dark centre line; outer tail feathers white. Inland and marine shores. Very rare vagrant.",1,N
293,Birds,Wade Birds,Sanderling,Calidris alba,281a.png,"  Small; bill, black, rather short, robust; legs black; above mottled grey; dark patch at bend of wing; below plain white; in flight broad white wingbar and white rump with dark centre line. Mostly sandy marine shores. Widespread. Common Nonbr Palaearctic migrant.",1,N
294,Birds,Wade Birds,Buff-breasted Sandpiper,Tryngites subruficollis,282a.png,"  Small; overall rich buff, heavily marked black above; eyering, throat and underwing white; bill shortish, black; legs dull yellow. Tidal mudflats, short grassland, playing fields. Very rare straggler.",1,N
295,Birds,Wade Birds,Broad-billed Sandpiper,Limicola falcinellus,283a.png,"  Small; legs rather short; above mottled grey; crown dark, bordered white; white eyebrow forks behind; below white, lightly streaked grey on breast; no white wingbar in flight; rump white with dark centre line. Marine and inland shores. Very rare Nonbr Palaearctic migrant.",1,N
296,Birds,Small Water Birds,Ruff,Philomachus pugnax,284a.png,"  Medium % to small &amp;; above boldly scaled buff and blackish; pale feathering at base of bill; legs usually orange; below white, lightly marked brown on flanks; gregarious, but silent. Mostly inland waters. Widespread. Common Nonbr Palaearctic migrant.",1,N
297,Birds,Wade Birds,Great Snipe,Gallinago media,285a.png,"  Small; bill very long, straight, about twice length of head; above mottled brown and white; below buff marked with dark chevrons; much white in outer tail feathers in flight. Moist grassland, vleis. Largely tropical. Scarce Nonbr Palaearctic migrant.",1,N
298,Birds,Wade Birds,African Snipe,Gallinago nigripennis,286a.png,"  Small; bill very long, straight, more than twice length of head; above boldly striped golden buff on brown; below white, barred only on sides of chest and belly. ""Drums"" in Br season by flying over wetland with spread tail, making winnowing sound. Shallow wetlands. Widespread except in arid regions. Locally common resident.",1,N
299,Birds,Wade Birds,Black-tailed Godwit,Limosa limosa,287a.png,"  Medium; bill very long, straight, basal half pink, distal half black; above plain greyish brown; below white, washed sandy on breast; underwing plain white; tail white with solid black terminal band; broad white wingbar and rump in flight. Inland and tidal waters. Widespread but very rare Nonbr Palaearctic migrant.",1,N
300,Birds,Wade Birds,Bar-tailed Godwit,Limosa lapponica,288a.png,"  Medium; bill very long, slightly upcurved, basal half pink, distal half black; above lightly mottled brownish, rump white; below white, lightly streaked brownish on neck; no white wingbar in flight; tail and underwing barred black and white. Shallow coastal and some inland waters. Widespread but generally uncommon Nonbr Palaearctic migrant.",1,N
301,Birds,Wade Birds,Hudsonian Godwit,Limosa haemastica,288a.png,"  Medium; above dark greyish brown; below grey, shading to white on belly; eyebrow, rump and narrow wingbar white; tail black; upperwing dark with bold white chevron towards tip; bill very long, slightly upcurved, orange at base. Inland and marine shorelines. Very rare vagrant.",1,N
302,Birds,Wade Birds,Eurasian Curlew,Numenius arquata,289a.png,"  Medium to large; bill very long, decurved, about 3 times length of head; streaked brown and white; no marked white eyebrow; belly largely white. Shallow marine and inland shorelines. Widespread. Uncommon Nonbr Palaearctic migrant.",1,N
303,Birds,Wade Birds,Common Whimbrel,Numenius phaeopus,290a.png,"  Medium; bill long, decurved, about twice length of head; streaked brown and buff; clear white eyebrow; crown dark brown with buff centre line; belly mostly white. Most coastal waters (inland on passage migration). Common Nonbr Palaearctic migrant.",1,N
304,Birds,Wade Birds,Red Phalarope,Phalaropus fulicarius,291a.png,"  Small; above light grey; below white; bill yellow, tipped black; dark smudge behind eye; broad white wingbar in flight; rump dark in centre. Swims high on surface of water. Usually open Atlantic Ocean; rare inland. Common at sea, rarely inland; Nonbr Palaearctic migrant.",1,N
305,Birds,Wade Birds,Red-necked Phalarope,Phalaropus lobatus,292a.png,"  Small; similar to Grey Phalarope, but bill thinner, darker above, all black. Usually open Atlantic Ocean. Very rare Nonbr Palaearctic migrant.",1,N
306,Birds,Wade Birds,Wilson’s Phalarope,Phalaropus tricolor,293a.png,"  Small; above pale grey, rump white; eyebrow and underparts white; bill long, thin, black; legs long, yellow, extend beyond tail in flight. Ponds, lagoons, shallow pans. Very rare vagrant.",1,N
307,Birds,Wade Birds,Pied Avocet,Recurvirostra avosetta,294a.png,"  Medium; boldly black and white; mostly white with black crown and hindneck and black stripes on wings; bill long, slender, upcurved; legs long, whitish. Shallow inland and coastal waters. Widespread. Locally common resident and nomad.",1,N
308,Birds,Wade Birds,Black-winged Stilt,Himantopus himantopus,295a.png,"  Medium; back black; rest of body white; legs very long, red; bill long, slender, straight. Shallow inland waters and estuaries. Widespread. Locally common resident and nomad.",1,N
309,Birds,Wade Birds,Crab-Plover,Dromas ardeola,296a.png,"  Medium; boldly black and white; mostly white with black stripe down back and on folded wing; bill heavy, black; legs long, whitish. Eastern marine shores. Very rare Nonbr straggler from tropical Indian Ocean shores. ",1,N
310,Birds,Ground Birds,Spotted Thick-knee,Burhinus capensis,297a.png,"  Medium; above spotted and mottled brown and buff; below buffy white, streaked brown on breast; no wingbar; eyes, base of bill and long legs yellow; bold black and white wing pattern in flight. Voice loud piping at night. Grassland, savanna, semidesert, playing fields. Common resident.",1,N
311,Birds,Ground Birds,Water Thick-knee,Burhinus vermiculatus,298a.png,"  Medium; above streaked dark and light brown; conspicuous black and white bar on folded wing; below whitish, streaked brown on breast; bold black and white wing pattern in flight; eyes and legs pale greenish; bill black with yellow base. Inland and marine shores. Widespread in lowlands and tropics. Common resident.",1,N
312,Birds,Wade Birds,Burchell's Courser,Cursorius rufus,299a.png,"  Small; back, breast and upper belly plain brown, sharply separated from white lower belly by narrow blackish band; forecrown rufous, hindcrown bluegrey; white eyebrow bordered above and below by black stripe, meeting on nape; legs whitish; whitish patch in wing in flight. Open short grassland, desert. Mainly in dry W. Uncommon to locally common nomad. ",1,N
313,Birds,Wade Birds,Temminck's Courser,Cursorius temminckii,300a.png,"  Small; similar to Burchell's Courser, but hindcrown rufous; dark breastband extends to between legs; no pale patch in wing. Short or burnt grassland in savanna and bushveld. Widespread except in arid regions. Uncommon to locally common nomad. ",1,N
314,Birds,Wade Birds,Double-banded Courser,Rhinoptilus africanus,301a.png,"  Small; above boldly scaled buff, black and brown; neck streaked black on light brown; two bold black breastbands; legs whitish; in flight rump white, wingpatch bright rusty. Semidesert. Mainly dry W. Fairly common nomad and resident. ",1,N
315,Birds,Wade Birds,Three-banded Courser,Rhinoptilus cinctus,302a.png,"  Small; above boldly streaked dark brown and buff; broad white eyebrow; below white, boldly marked on breast with 3 bands of brown, black and chestnut; breast streaked black on brown; bill yellow, tip black; eyering and legs yellow. Open woodland without understory. Tropical. Sparse resident. ",1,N
316,Birds,Wade Birds,Bronze-winged Courser,Rhinoptilus chalcopterus,303a.png,"  Small; above and breast plain brown; bold black, brown and white facial pattern; eyering, base of bill and legs red; throat and belly white. Woodland with shrubby understory. Main subtropical to tropical. Uncommon resident and Br migrant. ",1,N
317,Birds,Insect Eaters,Collared Pratincole,Glareola pratincola,304a.png,"  Small; mostly plain brown; belly white; throat buff, outlined black; underwing coverts dark rufous; tail forked; rump white; usually gregarious. Floodplains and inland shorelines. Tropical to subtropical. Locally abundant Br migrant. ",1,N
318,Birds,Insect Eaters,Black-winged Pratincole,Glareola nordmanni,305a.png,"  Small; similar to Redwinged Pratincole, but underwing coverts blackish; buff and black throat pattern usually lacking; highly gregarious. Open grassland. Highveld to n Namibia. Locally abundant Nonbr Palaearctic migrant. ",1,N
319,Birds,Insect Eaters,Rock Pratincole,Glareola nuchalis,306a.png,"  Small; mostly steel grey, shading to white belly; collar from eye to nape white; base of bill and legs red. Midstream rocks in Okavango, Zambezi and Save Rivers. Locally common Br migrant. ",1,N
320,Birds,Ocean Wade Birds,Greater Sheathbill,Chionis albus,306a.png,  Medium; white; build stocky; bill stout with horny sheath at base; bare facial skin pinkish. Marine shores. Very rare vagrant to sw Cape.,1,N
321,Birds,Terns Petrels and Frigates,Parasitic Jaeger,Stercorarius parasiticus,307a.png,"  Medium to large; tail wedge-shaped with two central feathers somewhat elongate, pointed; mostly sooty brown with pale wing patches (dark form), or brown with white underparts, washed brown across breast; sides of head and neck yellowish (pale form). Open ocean, mainly on W coast. Fairly common Nonbr Palaearctic migrant. ",1,N
322,Birds,Terns Petrels and Frigates,Long-tailed Jaeger,Stercorarius longicaudus,308a.png,"   Medium; tail wedge-shaped with long central feathers; mostly sooty brown with little white in wings (dark form), or ashy brown, paler below, with dark trailing edge to upperwing (pale form). Open ocean. Fairly common Nonbr Palaearctic migrant. ",1,N
323,Birds,Terns Petrels and Frigates,Pomarine Skua,Stercorarius pomarinus,309a.png,"  Medium; tail wedge-shaped with longis rounded central feathers; white patch in primaries; mostly dark brown (dark form) or brown above, white below with brown breastband and barred flanks (pale form). Open ocean. Uncommon Nonbr Holarctic migrant. ",1,N
324,Birds,Terns Petrels and Frigates,Subantarctic Skua,Stercorarius antarctica,310a.png,"  Large; tail short, wedge-shaped; brown with white wing patches, blotched white above. Open ocean. Uncommon Nonbr migrant from Subantarctic. ",1,N
325,Birds,Terns Petrels and Frigates,South Polar Skua,Stercorarius maccormicki,311a.png,"  Medium to large; conspicuous white patch in wing; mostly dark brown streaked golden on nape and sides of neck (dark form), or brown above with pale greyish brown head, neck and underparts and blackish wings. Open ocean. Very rare Nonbr vagrant from Antarctica. ",1,N
326,Birds,Albatrosses and Gulls,Kelp Gull,Larus dominicanus,312a.png,  Medium to large; mostly white; back and wings black; legs greenish grey; eyes grey; bill yellow with red spot at tip of lower jaw. Marine shores. Widespread. Common resident. ,1,N
327,Birds,Albatrosses and Gulls,Lesser Black-backed Gull,Larus fuscus,313a.png,"  Medium to large; similar to Kelp Gull, but legs bright yellow; eyes pale creamy white. Inland and coastal waters, mainly in E. Rare straggler. ",1,N
328,Birds,Albatrosses and Gulls,Grey-headed Gull,Chroicocephalus cirrocephalus,315a.png,"  Medium; head and back grey; wings grey, tipped black with white spots; rest of body white; eyes pale; bill and legs crimson. Inland and coastal waters. Widespread. Common resident and local migrant.",1,N
329,Birds,Albatrosses and Gulls,Hartlaub's Gull,Chroicocephalus hartlaubii,316a.png,"  Medium; mostly white; back and wings grey, tipped black with white spots; eyes dark; bill and legs very dark red. Marine shores. Mainly in W. Common resident. ",1,N
330,Birds,Albatrosses and Gulls,Franklin's Gull,Leucophaeus pipixcan,317a.png,"  Medium; mostly white; back and wings grey, tipped black and white with white trailing edge; crown grey, merging with black band on nape; bill and legs deep red. Open ocean and inshore. Very rare Nonbr vagrant. ",1,N
331,Birds,Albatrosses and Gulls,Sabine’s Gull,Xema sabini,318a.png,"  Small to medium; mostly white; grey smudge across nape; wing grey in front, white behind with long black triangle at tip; bill black, tipped yellow. Open ocean. Widespread. Locally common Nonbr Holarctic migrant. ",1,N
332,Birds,Albatrosses and Gulls,Common Black-headed Gull,Chroicocephalus ridibundus,319a.png,  Medium; white with grey back and wings; head blackish brown (Br) or with black markings (Nonbr); primary flight feathers have long white triangle and black tips with small white spots; bill and legs dark red. Coastal waters. Very rare vagrant. ,1,N
333,Birds,Albatrosses and Gulls,Slender-billed Gull,Chroicocephalus genei,319a.png,,1,N
334,Birds,Wade Birds,Black-legged Kittiwake,Rissa tridactyla,320a.png,"  Medium; head, tail and underparts white; back and wings grey with narrow white trailing edge; wingtips black; underwing white; bill yellow; feet black. Open ocean. Rare vagrant. ",1,N
335,Birds,Terns Petrels and Frigates,Gull-billed Tern,Gelochelidon nilotica,321a.png,"  Medium; above grey; below white; crown black; bill heavy, black; legs black. Inland waters. Rare Nonbr vagrant. ",1,N
336,Birds,Terns Petrels and Frigates,Caspian Tern,Sterna caspia,322a.png,"  Medium to large; above grey; below white; crown black; bill heavy, bright red; legs black. Inland and coastal waters. Uncommon resident. ",1,N
337,Birds,Terns Petrels and Frigates,Swift Tern,Thalasseus bergii,324a.png,  Medium; above grey; below white; crown and forehead black; drooping yellow bill; legs black. Coastal waters. Common resident. ,1,N
338,Birds,Terns Petrels and Frigates,Lesser Crested Tern,Thalasseus bengalensis,325a.png,"  Medium; above grey; below white; crown black; forehead white; bill orange; legs black. E coastal waters. Fairly common Nonbr migrant, summer. ",1,N
339,Birds,Terns Petrels and Frigates,Sandwich Tern,Thalasseus sandvicensis,326a.png,"  Medium; above grey; below white; crown black; bill black with pale yellow tip; legs black. Coastal waters. Common Nonbr migrant, summer. ",1,N
340,Birds,Terns Petrels and Frigates,Common Tern,Sterna hirundo,327a.png,"  Small to medium; above grey including rump; below white; crown black; bill black (Nonbr) or red (Br); legs dull red; wingtips dark. Coastal waters. Common Nonbr migrant, summer.",1,N
341,Birds,Terns Petrels and Frigates,Arctic Tern,Sterna paradisaea,328a.png,"  Small to medium; above grey, rump white; below white (Nonbr) or pearl grey (Br); crown black; bill black (Nonbr) or red (Br); legs black; wingtips dark. Coastal waters. Common Nonbr migrant, summer. ",1,N
342,Birds,Terns Petrels and Frigates,Antarctic Tern,Sterna vittata,329a.png,"  Medium; above and below grey; throat white; bill and legs red. Southern oceans. Fairly common Nonbr migrant, winter. ",1,N
343,Birds,Terns Petrels and Frigates,Roseate Tern,Sterna dougallii,330a.png,"  Medium; above grey; below white, tinged pink; bill red with black tip; legs scarlet. S and E coast. Very uncommon resident. ",1,N
344,Birds,Terns Petrels and Frigates,Black-naped Tern,Sterna sumatrana,331a.png,"  Medium; white with grey back and wings, and black stripe from eye to nape and on leading edge of wing; legs and bill black. Marine shores. Very rare vagrant. ",1,N
345,Birds,Terns Petrels and Frigates,Sooty Tern,Onychoprion fuscatus,332a.png,  Medium; above blackish; forehead and underparts white; no white eyebrow; bill and legs black. E coast and oceans. Uncommon vagrant.,1,N
346,Birds,Terns Petrels and Frigates,Bridled Tern,Onychoprion anaethetus,333a.png,"  Medium; above blackish; below, forehead and eyebrow white; bill and legs black. E coast. Rare vagrant. ",1,N
